date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:24:46	228554/228554	---MCZ	200	added ('OK')	text/css	etag:W/%225f12eb48-37cca%22	http://layerdrops.com/agrikol/assets/css/style.css	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/css/style.css	(from http://layerdrops.com/agrikol/)
12:24:46	541/541	---M--	200	added ('OK')	image/png	etag:%225f0ec40c-21d%22	http://layerdrops.com/agrikol/assets/images/loader.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/loader.png	(from http://layerdrops.com/agrikol/)
12:24:46	35633/35633	---MCZ	200	added ('OK')	text/css	etag:W/%225f12ec78-8b31%22	http://layerdrops.com/agrikol/assets/css/responsive.css	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/css/responsive.css	(from http://layerdrops.com/agrikol/)
12:24:46	1780/1780	---M--	200	added ('OK')	image/png	etag:%225f0ec2b2-6f4%22	http://layerdrops.com/agrikol/assets/images/shapes/header-bg.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/shapes/header-bg.png	(from http://layerdrops.com/agrikol/)
12:24:46	55126/55126	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-d756%22	http://layerdrops.com/agrikol/index.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/index-2.html	(from http://layerdrops.com/agrikol/)
12:24:46	2660/2660	---M--	200	added ('OK')	image/png	etag:%225f0ec1f6-a64%22	http://layerdrops.com/agrikol/assets/images/resources/logo.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/logo.png	(from http://layerdrops.com/agrikol/)
12:24:47	50322/50322	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-c492%22	http://layerdrops.com/agrikol/index2.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/index2.html	(from http://layerdrops.com/agrikol/)
12:24:47	54548/54548	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-d514%22	http://layerdrops.com/agrikol/index3.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/index3.html	(from http://layerdrops.com/agrikol/)
12:24:47	47982/47982	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dc30-bb6e%22	http://layerdrops.com/agrikol/index4.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/index4.html	(from http://layerdrops.com/agrikol/)
12:24:48	51345/51345	---MCZ	200	added ('OK')	text/html	etag:W/%225f12e360-c891%22	http://layerdrops.com/agrikol/index5.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/index5.html	(from http://layerdrops.com/agrikol/)
12:24:48	33911/33911	---MCZ	200	added ('OK')	text/html	etag:W/%225f12e4de-8477%22	http://layerdrops.com/agrikol/service.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/service.html	(from http://layerdrops.com/agrikol/)
12:24:48	28972/28972	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-712c%22	http://layerdrops.com/agrikol/service-detail.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/service-detail.html	(from http://layerdrops.com/agrikol/)
12:24:49	24312/24312	---MCZ	200	added ('OK')	text/html	etag:W/%225f12e616-5ef8%22	http://layerdrops.com/agrikol/projects.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/projects.html	(from http://layerdrops.com/agrikol/)
12:24:49	31089/31089	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-7971%22	http://layerdrops.com/agrikol/projects_detail.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/projects_detail.html	(from http://layerdrops.com/agrikol/)
12:24:49	36696/36696	---MCZ	200	added ('OK')	text/html	etag:W/%225f12e63c-8f58%22	http://layerdrops.com/agrikol/product.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/product.html	(from http://layerdrops.com/agrikol/)
12:24:49	39570/39570	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-9a92%22	http://layerdrops.com/agrikol/product-detail.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/product-detail.html	(from http://layerdrops.com/agrikol/)
12:24:49	25675/25675	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-644b%22	http://layerdrops.com/agrikol/cart.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/cart.html	(from http://layerdrops.com/agrikol/)
12:24:50	35084/35084	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-890c%22	http://layerdrops.com/agrikol/checkout.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/checkout.html	(from http://layerdrops.com/agrikol/)
12:24:50	38705/38705	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-9731%22	http://layerdrops.com/agrikol/about.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/about.html	(from http://layerdrops.com/agrikol/)
12:24:50	37027/37027	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-90a3%22	http://layerdrops.com/agrikol/why_choose_us.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/why_choose_us.html	(from http://layerdrops.com/agrikol/)
12:24:50	25263/25263	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-62af%22	http://layerdrops.com/agrikol/farmers.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/farmers.html	(from http://layerdrops.com/agrikol/)
12:24:51	25253/25253	---MCZ	200	added ('OK')	text/html	etag:W/%225f12e732-62a5%22	http://layerdrops.com/agrikol/gallery.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/gallery.html	(from http://layerdrops.com/agrikol/)
12:24:51	30120/30120	---MCZ	200	added ('OK')	text/html	etag:W/%225f12de72-75a8%22	http://layerdrops.com/agrikol/news.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/news.html	(from http://layerdrops.com/agrikol/)
12:24:51	32631/32631	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-7f77%22	http://layerdrops.com/agrikol/news_detail.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/news_detail.html	(from http://layerdrops.com/agrikol/)
12:24:51	25887/25887	---MCZ	200	added ('OK')	text/html	etag:W/%225f12dbe4-651f%22	http://layerdrops.com/agrikol/contact.html	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/contact.html	(from http://layerdrops.com/agrikol/)
12:25:25	206101/206101	---M--	200	added ('OK')	image/jpeg	etag:%225f0ebf74-32515%22	http://layerdrops.com/agrikol/assets/images/about/about-1-img-1.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/about/about-1-img-1.jpg	(from http://layerdrops.com/agrikol/)
12:25:32	257593/257593	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec0c4-3ee39%22	http://layerdrops.com/agrikol/assets/images/main-slider/slide_v1_1.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/main-slider/slide_v1_1.jpg	(from http://layerdrops.com/agrikol/)
12:25:32	446/446	---M--	200	added ('OK')	image/png	etag:%225f0ec1f6-1be%22	http://layerdrops.com/agrikol/assets/images/resources/leaf.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/leaf.png	(from http://layerdrops.com/agrikol/)
12:25:37	71378/71378	---M--	200	added ('OK')	image/jpeg	etag:%225f0ebf74-116d2%22	http://layerdrops.com/agrikol/assets/images/about/about-1-img-2.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/about/about-1-img-2.jpg	(from http://layerdrops.com/agrikol/)
12:25:37	29026/29026	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec288-7162%22	http://layerdrops.com/agrikol/assets/images/service/service-1-img-1.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/service/service-1-img-1.jpg	(from http://layerdrops.com/agrikol/)
12:25:38	290580/290580	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec0c4-46f14%22	http://layerdrops.com/agrikol/assets/images/main-slider/slide_v1_2.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/main-slider/slide_v1_2.jpg	(from http://layerdrops.com/agrikol/)
12:25:42	31124/31124	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec288-7994%22	http://layerdrops.com/agrikol/assets/images/service/service-1-img-3.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/service/service-1-img-3.jpg	(from http://layerdrops.com/agrikol/)
12:25:43	1786/1786	---M--	200	added ('OK')	image/png	etag:%225f0ec192-6fa%22	http://layerdrops.com/agrikol/assets/images/resources/brand-1-1.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/brand-1-1.png	(from http://layerdrops.com/agrikol/)
12:25:43	30501/30501	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec288-7725%22	http://layerdrops.com/agrikol/assets/images/service/service-1-img-4.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/service/service-1-img-4.jpg	(from http://layerdrops.com/agrikol/)
12:25:44	2128/2128	---M--	200	added ('OK')	image/png	etag:%225f0ec192-850%22	http://layerdrops.com/agrikol/assets/images/resources/brand-1-2.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/brand-1-2.png	(from http://layerdrops.com/agrikol/)
12:25:44	3197/3197	---M--	200	added ('OK')	image/png	etag:%225f0ec194-c7d%22	http://layerdrops.com/agrikol/assets/images/resources/brand-1-3.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/brand-1-3.png	(from http://layerdrops.com/agrikol/)
12:25:44	1713/1713	---M--	200	added ('OK')	image/png	etag:%225f0ec194-6b1%22	http://layerdrops.com/agrikol/assets/images/resources/brand-1-4.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/brand-1-4.png	(from http://layerdrops.com/agrikol/)
12:25:44	47933/47933	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec288-bb3d%22	http://layerdrops.com/agrikol/assets/images/service/service-1-img-2.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/service/service-1-img-2.jpg	(from http://layerdrops.com/agrikol/)
12:25:44	2440/2440	---M--	200	added ('OK')	image/png	etag:%225f0ec194-988%22	http://layerdrops.com/agrikol/assets/images/resources/brand-1-5.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/brand-1-5.png	(from http://layerdrops.com/agrikol/)
12:25:44	446/446	---M--	200	added ('OK')	image/png	etag:%225f0ec1c8-1be%22	http://layerdrops.com/agrikol/assets/images/resources/featured-leaf.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/featured-leaf.png	(from http://layerdrops.com/agrikol/)
12:25:46	6172/6172	---M--	200	added ('OK')	image/png	etag:%225f0ec3e6-181c%22	http://layerdrops.com/agrikol/assets/images/testimonials/testimonial-1-img-1.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/testimonials/testimonial-1-img-1.png	(from http://layerdrops.com/agrikol/)
12:25:49	362575/362575	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec0c4-5884f%22	http://layerdrops.com/agrikol/assets/images/main-slider/slide_v1_3.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/main-slider/slide_v1_3.jpg	(from http://layerdrops.com/agrikol/)
12:26:01	97216/97216	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec10e-17bc0%22	http://layerdrops.com/agrikol/assets/images/project/recent-pro-img-1.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/project/recent-pro-img-1.jpg	(from http://layerdrops.com/agrikol/)
12:26:02	98633/98633	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec10e-18149%22	http://layerdrops.com/agrikol/assets/images/project/recent-pro-img-2.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/project/recent-pro-img-2.jpg	(from http://layerdrops.com/agrikol/)
12:26:04	94488/94488	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec10e-17118%22	http://layerdrops.com/agrikol/assets/images/project/recent-pro-img-3.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/project/recent-pro-img-3.jpg	(from http://layerdrops.com/agrikol/)
12:26:15	194749/194749	---M--	200	added ('OK')	image/jpeg	etag:%225f106866-2f8bd%22	http://layerdrops.com/agrikol/assets/images/resources/video-bg-1.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/video-bg-1.jpg	(from http://layerdrops.com/agrikol/)
12:26:19	90503/90503	---M--	200	added ('OK')	image/jpeg	etag:%225f0ebfd8-16187%22	http://layerdrops.com/agrikol/assets/images/blog/blog-1-img-1.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/blog/blog-1-img-1.jpg	(from http://layerdrops.com/agrikol/)
12:26:29	168453/168453	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec218-29205%22	http://layerdrops.com/agrikol/assets/images/resources/product-1-img-1.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/product-1-img-1.jpg	(from http://layerdrops.com/agrikol/)
12:26:29	84096/84096	---M--	200	added ('OK')	image/jpeg	etag:%225f0ebfd8-14880%22	http://layerdrops.com/agrikol/assets/images/blog/blog-1-img-2.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/blog/blog-1-img-2.jpg	(from http://layerdrops.com/agrikol/)
12:26:30	184925/184925	---M--	200	added ('OK')	image/png	etag:%225f0ec192-2d25d%22	http://layerdrops.com/agrikol/assets/images/resources/benifits_bg.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/benifits_bg.png	(from http://layerdrops.com/agrikol/)
12:26:31	3367/3367	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec1c8-d27%22	http://layerdrops.com/agrikol/assets/images/resources/footer-1-img-1.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/footer-1-img-1.jpg	(from http://layerdrops.com/agrikol/)
12:26:32	3134/3134	---M--	200	added ('OK')	image/jpeg	etag:%225f0ec1f6-c3e%22	http://layerdrops.com/agrikol/assets/images/resources/footer-1-img-2.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/footer-1-img-2.jpg	(from http://layerdrops.com/agrikol/)
12:26:33	212/212	---M--	200	added ('OK')	image/png	etag:%225f0ec2b2-d4%22	http://layerdrops.com/agrikol/assets/images/shapes/close-1-1.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/shapes/close-1-1.png	(from http://layerdrops.com/agrikol/)
12:26:33	89382/89382	---M--	200	added ('OK')	image/jpeg	etag:%225f0ebfd8-15d26%22	http://layerdrops.com/agrikol/assets/images/blog/blog-1-img-3.jpg	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/blog/blog-1-img-3.jpg	(from http://layerdrops.com/agrikol/)
12:26:36	43829/43829	---M--	200	added ('OK')	image/png	etag:%225f0ec21a-ab35%22	http://layerdrops.com/agrikol/assets/images/resources/site-footer-farm.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/images/resources/site-footer-farm.png	(from http://layerdrops.com/agrikol/)
12:26:38	78635/78635	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d667068-1332b%22	http://layerdrops.com/agrikol/assets/js/bootstrap.bundle.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/bootstrap.bundle.min.js	(from http://layerdrops.com/agrikol/)
12:26:39	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dcee1dc-ad36%22	http://layerdrops.com/agrikol/assets/js/owl.carousel.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/owl.carousel.min.js	(from http://layerdrops.com/agrikol/)
12:26:39	8044/8044	---MCZ	200	added ('OK')	application/javascript	etag:W/%225da86e80-1f6c%22	http://layerdrops.com/agrikol/assets/js/waypoints.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/waypoints.min.js	(from http://layerdrops.com/agrikol/)
12:26:39	116774/116774	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d666f36-1c826%22	http://layerdrops.com/agrikol/assets/js/jquery.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/jquery.min.js	(from http://layerdrops.com/agrikol/)
12:26:40	1067/1067	---MCZ	200	added ('OK')	application/javascript	etag:W/%225da86e88-42b%22	http://layerdrops.com/agrikol/assets/js/jquery.counterup.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/jquery.counterup.min.js	(from http://layerdrops.com/agrikol/)
12:26:40	6300/6300	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d67d512-189c%22	http://layerdrops.com/agrikol/assets/js/wow.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/wow.js	(from http://layerdrops.com/agrikol/)
12:26:41	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dc809d8-94d%22	http://layerdrops.com/agrikol/assets/js/jquery.ajaxchimp.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/jquery.ajaxchimp.min.js	(from http://layerdrops.com/agrikol/)
12:26:42	20216/20216	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db036ae-4ef8%22	http://layerdrops.com/agrikol/assets/js/jquery.magnific-popup.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/jquery.magnific-popup.min.js	(from http://layerdrops.com/agrikol/)
12:26:43	11749/11749	---MCZ	200	added ('OK')	application/javascript	etag:W/%225de510e8-2de5%22	http://layerdrops.com/agrikol/assets/js/typed-2.0.11.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/typed-2.0.11.js	(from http://layerdrops.com/agrikol/)
12:26:44	10383/10383	---MCZ	200	added ('OK')	application/javascript	etag:W/%225bd7ef90-288f%22	http://layerdrops.com/agrikol/assets/js/vegas.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/vegas.min.js	(from http://layerdrops.com/agrikol/)
12:26:46	21090/21090	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255931faa-5262%22	http://layerdrops.com/agrikol/assets/js/jquery.validate.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/jquery.validate.min.js	(from http://layerdrops.com/agrikol/)
12:26:47	115897/115897	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d9688de-1c4b9%22	http://layerdrops.com/agrikol/assets/js/TweenMax.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/TweenMax.min.js	(from http://layerdrops.com/agrikol/)
12:26:47	127934/127934	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dced4ca-1f3be%22	http://layerdrops.com/agrikol/assets/js/swiper.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/swiper.min.js	(from http://layerdrops.com/agrikol/)
12:26:47	6340/6340	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255e87be6-18c4%22	http://layerdrops.com/agrikol/assets/js/countdown.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/countdown.min.js	(from http://layerdrops.com/agrikol/)
12:26:49	47706/47706	---MCZ	200	added ('OK')	application/javascript	etag:W/%225de54bfe-ba5a%22	http://layerdrops.com/agrikol/assets/js/bootstrap-select.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/bootstrap-select.min.js	(from http://layerdrops.com/agrikol/)
12:26:50	33693/33693	---MCZ	200	added ('OK')	application/javascript	etag:W/%225dce070a-839d%22	http://layerdrops.com/agrikol/assets/js/bootstrap-datepicker.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/bootstrap-datepicker.min.js	(from http://layerdrops.com/agrikol/)
12:26:50	45479/45479	---MCZ	200	added ('OK')	application/javascript	etag:W/%225e2ef806-b1a7%22	http://layerdrops.com/agrikol/assets/js/jquery.mCustomScrollbar.concat.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/jquery.mCustomScrollbar.concat.min.js	(from http://layerdrops.com/agrikol/)
12:26:51	4379/4379	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254d740e4-111b%22	http://layerdrops.com/agrikol/assets/js/appear.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/appear.js	(from http://layerdrops.com/agrikol/)
12:26:51	23882/23882	---MCZ	200	added ('OK')	application/javascript	etag:W/%225df5036a-5d4a%22	http://layerdrops.com/agrikol/assets/js/nouislider.min.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/nouislider.min.js	(from http://layerdrops.com/agrikol/)
12:26:52	32592/32592	---MCZ	200	added ('OK')	application/javascript	etag:W/%225f10c060-7f50%22	http://layerdrops.com/agrikol/assets/js/theme.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/theme.js	(from http://layerdrops.com/agrikol/)
12:26:52	37779/37779	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d56ebac-9393%22	http://layerdrops.com/agrikol/assets/js/isotope.js	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/js/isotope.js	(from http://layerdrops.com/agrikol/)
12:26:52	315/315	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2020%20Mar%202023%2006:56:51%20GMT	http://layerdrops.com/agrikol/assets/css/owl.video.play.png	C:/xampp/htdocs/newpxi/layerdrops.com/agrikol/assets/css/owl.video.play.png	(from http://layerdrops.com/agrikol/assets/css/owl.carousel.min.css)
